CustomerID,FavoriteCategory,Gender,AgeGroup,Region,Recency,Frequency,Monetary
CUST01336,Fashion,Female,36-50,Medan,16,23,67614140
CUST01337,Fashion,Male,>50,Denpasar,34,29,84261046
CUST01338,Beauty,Female,36-50,Jakarta,9,17,44616913
CUST01339,Beauty,Male,26-35,Medan,14,28,71028946
CUST01340,Fashion,Male,26-35,Denpasar,7,29,58554638
CUST01341,Electronics,Male,36-50,Jakarta,4,17,46949585
CUST01342,Home,Female,26-35,Jakarta,28,18,34246782
CUST01343,Sport,Female,26-35,Medan,32,20,45950677
CUST01344,Beauty,Female,18-25,Jakarta,22,23,68605889
CUST01345,Fashion,Female,26-35,Surabaya,7,30,86372842
CUST01346,Beauty,Male,36-50,Jakarta,1,35,81858186
CUST01347,Beauty,Male,18-25,Yogyakarta,15,23,62987809
CUST01348,Home,Male,18-25,Denpasar,14,18,36328388
CUST01349,Electronics,Female,26-35,Jakarta,8,24,78570776
CUST01350,Home,Male,18-25,Yogyakarta,55,14,22534183
CUST01351,Beauty,Female,18-25,Jakarta,5,32,89751581
CUST01352,Home,Female,26-35,Jakarta,20,22,50910240
CUST01353,Home,Male,>50,Medan,1,29,70130592
CUST01354,Home,Female,26-35,Surabaya,92,27,71580176
CUST01355,Electronics,Female,18-25,Denpasar,14,22,55910101
CUST01356,Fashion,Female,18-25,Surabaya,54,28,68346039
CUST01357,Fashion,Female,26-35,Bandung,63,23,68804332
CUST01358,Beauty,Male,26-35,Medan,17,18,54529111
CUST01359,Electronics,Male,36-50,Medan,4,25,61534156
CUST01360,Beauty,Female,26-35,Surabaya,24,13,33611739
CUST01361,Beauty,Female,36-50,Medan,24,25,69426064
CUST01362,Sport,Male,18-25,Surabaya,0,29,89119588
CUST01363,Home,Female,26-35,Medan,84,22,62854590
CUST01364,Beauty,Female,18-25,Jakarta,9,23,63113493
CUST01365,Electronics,Female,>50,Surabaya,4,23,60049067
CUST01366,Beauty,Male,26-35,Surabaya,8,35,76948405
CUST01367,Beauty,Female,26-35,Yogyakarta,51,30,63031079
CUST01368,Fashion,Female,18-25,Medan,17,24,70407435
CUST01369,Fashion,Male,18-25,Medan,44,18,42437006
CUST01370,Fashion,Male,26-35,Surabaya,14,24,59638046
CUST01371,Electronics,Female,18-25,Jakarta,7,31,84757097
CUST01372,Beauty,Male,26-35,Jakarta,2,27,74335812
CUST01373,Beauty,Female,18-25,Denpasar,32,22,46041744
CUST01374,Beauty,Female,26-35,Jakarta,31,26,60743449
CUST01375,Electronics,Male,36-50,Medan,22,26,73300437
CUST01376,Fashion,Female,36-50,Yogyakarta,7,13,22153579
CUST01377,Fashion,Male,36-50,Surabaya,70,22,47522471
CUST01378,Beauty,Female,18-25,Bandung,2,19,57595681
CUST01379,Home,Male,18-25,Yogyakarta,1,29,55263932
CUST01380,Electronics,Female,26-35,Bandung,16,27,68914142
CUST01381,Home,Male,26-35,Yogyakarta,33,25,81791215
CUST01382,Fashion,Male,26-35,Jakarta,17,33,86860781
CUST01383,Sport,Female,18-25,Medan,12,16,41925430
CUST01384,Beauty,Male,18-25,Bandung,70,23,61436397
CUST01385,Electronics,Female,18-25,Yogyakarta,18,16,47901986
CUST01386,Beauty,Male,36-50,Medan,41,34,78621601
CUST01387,Electronics,Female,18-25,Bandung,11,28,75723808
CUST01388,Sport,Male,26-35,Surabaya,57,24,54923444
CUST01389,Electronics,Female,18-25,Yogyakarta,39,29,74051157
CUST01390,Beauty,Female,26-35,Surabaya,37,16,41412154
CUST01391,Sport,Male,26-35,Jakarta,1,33,95249071
CUST01392,Home,Male,36-50,Surabaya,6,31,70644911
CUST01393,Home,Male,36-50,Surabaya,48,23,48894959
CUST01394,Electronics,Female,26-35,Denpasar,11,18,53568074
CUST01395,Beauty,Male,>50,Yogyakarta,32,23,57101009
CUST01396,Beauty,Female,>50,Jakarta,65,26,58601339
CUST01397,Sport,Male,36-50,Surabaya,7,20,46129102
CUST01398,Home,Male,36-50,Medan,53,18,43564443
CUST01399,Beauty,Female,18-25,Bandung,42,33,82210846
CUST01400,Beauty,Female,26-35,Surabaya,4,18,36984400
CUST01401,Electronics,Male,18-25,Jakarta,34,30,84298610
CUST01402,Fashion,Male,18-25,Surabaya,41,28,53571010
CUST01403,Fashion,Male,>50,Bandung,41,21,52235906
CUST01404,Home,Female,26-35,Jakarta,47,26,63094207
CUST01405,Sport,Female,36-50,Yogyakarta,38,18,52052663
CUST01406,Electronics,Female,36-50,Jakarta,17,26,66443605
CUST01407,Electronics,Female,36-50,Yogyakarta,11,16,47487253
CUST01408,Electronics,Female,>50,Jakarta,33,24,70173177
CUST01409,Electronics,Female,18-25,Bandung,16,28,70014413
CUST01410,Home,Female,18-25,Bandung,0,31,68428113
CUST01411,Beauty,Male,26-35,Jakarta,13,17,45637398
CUST01412,Electronics,Male,18-25,Surabaya,46,25,64636148
CUST01413,Beauty,Male,18-25,Bandung,11,19,59095634
CUST01414,Home,Male,26-35,Yogyakarta,18,22,59078877
CUST01415,Beauty,Female,36-50,Yogyakarta,19,31,81597139
CUST01416,Sport,Female,26-35,Medan,11,25,57928724
CUST01417,Electronics,Male,26-35,Denpasar,53,28,63908847
CUST01418,Home,Male,26-35,Denpasar,15,22,57342481
CUST01419,Home,Female,18-25,Denpasar,21,34,81001755
CUST01420,Electronics,Female,18-25,Yogyakarta,17,33,76724953
CUST01421,Home,Male,36-50,Medan,3,27,79118594
CUST01422,Electronics,Female,26-35,Denpasar,31,14,31359948
CUST01423,Sport,Male,36-50,Denpasar,14,25,59324866
CUST01424,Sport,Male,18-25,Jakarta,10,20,49299600
CUST01425,Home,Female,36-50,Jakarta,132,28,71132194
CUST01426,Beauty,Female,26-35,Jakarta,67,21,50018039
CUST01427,Beauty,Male,26-35,Surabaya,26,23,48910310
CUST01428,Fashion,Female,26-35,Denpasar,0,25,70124080
CUST01429,Beauty,Female,36-50,Surabaya,19,31,74610663
CUST01430,Home,Female,26-35,Medan,133,21,52199646
CUST01431,Fashion,Female,26-35,Yogyakarta,129,28,50216914
CUST01432,Fashion,Female,>50,Denpasar,13,33,83628461
CUST01433,Beauty,Female,36-50,Yogyakarta,3,22,58291847
CUST01434,Fashion,Female,26-35,Jakarta,30,24,57462814
CUST01435,Beauty,Male,36-50,Denpasar,214,16,49947151
CUST01436,Beauty,Male,26-35,Bandung,32,30,67534076
CUST01437,Fashion,Male,18-25,Surabaya,26,27,58484908
CUST01438,Beauty,Female,26-35,Surabaya,56,27,65493883
CUST01439,Beauty,Male,>50,Denpasar,30,18,51078304
CUST01440,Electronics,Female,>50,Jakarta,0,23,71183618
CUST01441,Beauty,Female,26-35,Surabaya,4,31,81043324
CUST01442,Fashion,Male,26-35,Jakarta,45,26,69374982
CUST01443,Beauty,Female,18-25,Medan,38,24,61959510
CUST01444,Beauty,Male,>50,Yogyakarta,22,29,85133946
CUST01445,Fashion,Female,>50,Bandung,44,20,45199365
CUST01446,Sport,Male,26-35,Yogyakarta,13,23,53569270
CUST01447,Electronics,Female,36-50,Yogyakarta,27,35,91081910
CUST01448,Sport,Female,36-50,Medan,26,22,44255680
CUST01449,Beauty,Female,26-35,Surabaya,29,26,57011611
CUST01450,Electronics,Female,18-25,Bandung,103,30,79315179
CUST01451,Fashion,Female,26-35,Surabaya,3,25,56945790
CUST01452,Electronics,Female,26-35,Denpasar,36,32,69440680
CUST01453,Electronics,Female,26-35,Yogyakarta,79,31,82321939
CUST01454,Beauty,Female,26-35,Denpasar,4,27,62962662
CUST01455,Electronics,Male,>50,Jakarta,22,23,58517981
CUST01456,Beauty,Female,18-25,Yogyakarta,24,32,89405191
CUST01457,Fashion,Female,26-35,Surabaya,0,23,64587425
CUST01458,Sport,Female,26-35,Yogyakarta,11,31,64072236
CUST01459,Beauty,Male,26-35,Jakarta,29,18,45609961
CUST01460,Electronics,Female,26-35,Medan,0,32,84369143
CUST01461,Sport,Male,18-25,Denpasar,9,28,75829939
CUST01462,Beauty,Female,18-25,Denpasar,64,28,85344496
CUST01463,Electronics,Male,26-35,Surabaya,26,26,60051377
CUST01464,Beauty,Female,26-35,Yogyakarta,75,23,57860216
CUST01465,Home,Female,18-25,Surabaya,15,20,53343013
CUST01466,Electronics,Male,36-50,Medan,24,29,69857404
CUST01467,Electronics,Female,26-35,Yogyakarta,29,31,102227822
CUST01468,Fashion,Male,26-35,Yogyakarta,66,33,93671224
CUST01469,Beauty,Female,36-50,Surabaya,14,30,89102516
CUST01470,Home,Female,18-25,Surabaya,5,26,74186144
CUST01471,Beauty,Female,18-25,Jakarta,43,32,97231338
CUST01472,Electronics,Female,36-50,Medan,0,29,80508455
CUST01473,Electronics,Female,26-35,Jakarta,2,25,62406909
CUST01474,Fashion,Male,26-35,Denpasar,51,32,97555299
CUST01475,Electronics,Male,36-50,Yogyakarta,27,25,58418227
CUST01476,Home,Female,36-50,Surabaya,5,23,58198110
CUST01477,Electronics,Female,>50,Yogyakarta,22,26,48077111
CUST01478,Electronics,Female,26-35,Yogyakarta,28,31,73891639
CUST01479,Beauty,Female,26-35,Bandung,30,25,62001911
CUST01480,Electronics,Male,26-35,Denpasar,96,26,67914920
CUST01481,Fashion,Female,18-25,Bandung,0,26,54534718
CUST01482,Fashion,Male,26-35,Yogyakarta,37,23,53068681
CUST01483,Fashion,Female,18-25,Surabaya,6,33,88414267
CUST01484,Home,Male,>50,Yogyakarta,1,23,61913958
CUST01485,Home,Male,26-35,Denpasar,38,28,57220033
CUST01486,Fashion,Male,26-35,Bandung,14,24,50491593
CUST01487,Home,Male,26-35,Surabaya,2,25,55023698
CUST01488,Sport,Female,18-25,Yogyakarta,60,29,70049298
CUST01489,Sport,Male,18-25,Medan,65,27,59569824
CUST01490,Sport,Male,26-35,Denpasar,102,25,74170075
CUST01491,Home,Male,18-25,Denpasar,30,32,93793566
CUST01492,Electronics,Male,26-35,Medan,1,22,51990880
CUST01493,Fashion,Male,36-50,Yogyakarta,23,30,73411459
CUST01494,Beauty,Male,36-50,Denpasar,12,28,65056282
CUST01495,Electronics,Female,26-35,Surabaya,25,33,100096653
CUST01496,Beauty,Female,18-25,Yogyakarta,25,26,63901724
CUST01497,Home,Female,36-50,Yogyakarta,49,21,51085171
CUST01498,Fashion,Female,36-50,Bandung,9,23,62590231
CUST01499,Electronics,Male,18-25,Denpasar,9,16,43163043
CUST01500,Beauty,Female,36-50,Denpasar,77,18,47414362
CUST01501,Sport,Female,18-25,Medan,25,25,63117124
CUST01502,Home,Female,36-50,Bandung,7,19,37726121
CUST01503,Home,Male,>50,Bandung,0,23,52920235
CUST01504,Electronics,Male,18-25,Denpasar,96,18,46672944
CUST01505,Electronics,Male,36-50,Yogyakarta,21,21,57508768
CUST01506,Fashion,Male,26-35,Bandung,19,25,65651316
CUST01507,Sport,Female,>50,Medan,131,22,60549704
CUST01508,Electronics,Female,26-35,Bandung,116,24,61833567
CUST01509,Home,Female,36-50,Medan,35,29,81381058
CUST01510,Home,Female,18-25,Bandung,73,24,60177764
CUST01511,Sport,Female,26-35,Medan,3,22,57232333
CUST01512,Sport,Female,18-25,Bandung,14,14,22656819
CUST01513,Sport,Female,>50,Bandung,0,22,48562934
CUST01514,Beauty,Male,36-50,Surabaya,10,27,63886343
CUST01515,Beauty,Male,36-50,Medan,5,29,68165750
CUST01516,Beauty,Male,>50,Medan,23,20,47949515
CUST01517,Sport,Female,18-25,Medan,10,33,75653883
CUST01518,Electronics,Female,26-35,Jakarta,15,24,57144676
CUST01519,Sport,Male,18-25,Bandung,10,32,69521592
CUST01520,Sport,Female,18-25,Medan,1,31,76433784
CUST01521,Fashion,Male,18-25,Denpasar,7,24,59848621
CUST01522,Electronics,Female,26-35,Jakarta,42,20,59224422
CUST01523,Fashion,Male,18-25,Surabaya,24,27,63292504
CUST01524,Sport,Male,18-25,Medan,39,23,60963601
CUST01525,Home,Female,18-25,Medan,4,33,82874216
CUST01526,Beauty,Male,18-25,Jakarta,15,34,95528539
CUST01527,Electronics,Male,>50,Bandung,29,29,80697036
CUST01528,Sport,Male,36-50,Denpasar,32,22,61405172
CUST01529,Fashion,Female,>50,Surabaya,21,27,61953810
CUST01530,Beauty,Female,26-35,Medan,16,23,65743543
CUST01531,Sport,Male,18-25,Bandung,12,23,48962551
CUST01532,Beauty,Female,36-50,Denpasar,0,34,90926017
CUST01533,Home,Female,26-35,Denpasar,8,24,62415863
CUST01534,Sport,Male,18-25,Surabaya,2,19,48983938
CUST01535,Electronics,Male,18-25,Yogyakarta,47,14,45218706
CUST01536,Beauty,Male,18-25,Denpasar,5,21,46908616
CUST01537,Beauty,Male,18-25,Yogyakarta,82,23,63619192
CUST01538,Sport,Female,26-35,Denpasar,59,21,57911951
CUST01539,Home,Male,26-35,Surabaya,45,21,56917785
CUST01540,Sport,Female,18-25,Jakarta,25,25,59067698
CUST01541,Electronics,Female,18-25,Surabaya,11,17,37832212
CUST01542,Fashion,Male,36-50,Surabaya,133,25,55241065
CUST01543,Beauty,Female,18-25,Jakarta,11,23,63094622
CUST01544,Fashion,Male,26-35,Jakarta,17,32,90218030
CUST01545,Beauty,Female,36-50,Bandung,0,26,65143132
CUST01546,Home,Female,18-25,Denpasar,28,18,41635603
CUST01547,Electronics,Female,18-25,Bandung,25,16,40992088
CUST01548,Fashion,Female,26-35,Jakarta,0,30,84151618
CUST01549,Home,Male,26-35,Yogyakarta,18,23,48954192
CUST01550,Fashion,Female,26-35,Yogyakarta,4,25,58503305
CUST01551,Beauty,Female,36-50,Surabaya,88,21,58549895
CUST01552,Home,Female,18-25,Medan,8,27,72809998
CUST01553,Fashion,Female,26-35,Surabaya,17,25,56529953
CUST01554,Sport,Female,26-35,Surabaya,15,23,64092585
CUST01555,Beauty,Male,18-25,Medan,108,27,83568294
CUST01556,Electronics,Male,26-35,Denpasar,12,20,49856701
CUST01557,Sport,Female,18-25,Jakarta,19,31,80281685
CUST01558,Electronics,Male,26-35,Yogyakarta,1,29,72336032
CUST01559,Electronics,Female,18-25,Surabaya,25,26,74473635
CUST01560,Beauty,Female,26-35,Medan,19,24,56436012
CUST01561,Beauty,Male,26-35,Bandung,41,33,76554972
CUST01562,Home,Male,36-50,Surabaya,20,25,74667625
CUST01563,Fashion,Female,18-25,Yogyakarta,26,29,74178703
CUST01564,Electronics,Male,26-35,Jakarta,66,26,74639200
CUST01565,Fashion,Female,26-35,Surabaya,23,28,75932549
CUST01566,Fashion,Male,36-50,Surabaya,25,23,50743408
CUST01567,Beauty,Female,26-35,Denpasar,0,30,75860505
CUST01568,Electronics,Male,26-35,Medan,72,23,58946614
CUST01569,Home,Female,36-50,Bandung,2,24,56042064
CUST01570,Sport,Female,36-50,Bandung,5,27,76736847
CUST01571,Home,Female,26-35,Jakarta,15,30,68964921
CUST01572,Home,Male,26-35,Yogyakarta,39,31,87141694
CUST01573,Fashion,Female,36-50,Jakarta,2,28,79896733
CUST01574,Home,Female,>50,Surabaya,22,37,86639269
CUST01575,Fashion,Male,36-50,Surabaya,18,25,70316885
CUST01576,Beauty,Male,26-35,Bandung,10,35,92383697
CUST01577,Fashion,Male,18-25,Yogyakarta,66,21,53523302
CUST01578,Fashion,Female,26-35,Medan,7,22,65506060
CUST01579,Electronics,Female,36-50,Yogyakarta,15,29,64127525
CUST01580,Fashion,Female,26-35,Surabaya,34,20,47675066
CUST01581,Fashion,Male,26-35,Medan,17,29,79012543
CUST01582,Beauty,Male,36-50,Yogyakarta,4,19,50234491
CUST01583,Fashion,Female,26-35,Yogyakarta,66,23,62959018
CUST01584,Electronics,Female,36-50,Medan,1,27,75265274
CUST01585,Home,Female,26-35,Surabaya,0,30,71177521
CUST01586,Electronics,Male,26-35,Yogyakarta,71,17,54902267
CUST01587,Electronics,Female,26-35,Medan,10,19,44531295
CUST01588,Electronics,Male,36-50,Denpasar,19,21,58018904
CUST01589,Fashion,Male,18-25,Denpasar,63,17,53015999
CUST01590,Fashion,Female,18-25,Surabaya,34,22,55276028
CUST01591,Electronics,Female,>50,Medan,49,27,70883237
CUST01592,Sport,Female,18-25,Denpasar,8,21,47211036
CUST01593,Fashion,Male,26-35,Medan,36,29,75504636
CUST01594,Sport,Male,26-35,Yogyakarta,14,22,58062925
CUST01595,Beauty,Female,26-35,Surabaya,22,32,107899067
CUST01596,Beauty,Female,26-35,Denpasar,52,16,33404995
CUST01597,Electronics,Male,18-25,Yogyakarta,84,32,78304268
CUST01598,Beauty,Male,26-35,Jakarta,10,27,65511170
CUST01599,Beauty,Male,26-35,Jakarta,71,21,54410875
CUST01600,Beauty,Female,26-35,Surabaya,90,30,71679391
CUST01601,Fashion,Male,18-25,Denpasar,69,25,68642424
CUST01602,Home,Male,26-35,Denpasar,22,29,64972661
CUST01603,Home,Male,18-25,Denpasar,22,22,62213685
CUST01604,Home,Male,18-25,Medan,34,25,69975003
CUST01605,Electronics,Male,18-25,Yogyakarta,44,34,85523216
CUST01606,Home,Female,18-25,Denpasar,33,28,72435288
CUST01607,Beauty,Male,36-50,Yogyakarta,5,29,56797748
CUST01608,Electronics,Female,18-25,Surabaya,0,23,67389617
CUST01609,Home,Male,>50,Denpasar,1,35,86725038
CUST01610,Fashion,Female,>50,Surabaya,2,28,86024548
CUST01611,Electronics,Female,26-35,Denpasar,31,28,65276264
CUST01612,Sport,Female,18-25,Jakarta,23,26,78953548
CUST01613,Electronics,Female,26-35,Bandung,2,38,93193791
CUST01614,Electronics,Male,36-50,Surabaya,21,21,58527691
CUST01615,Beauty,Male,26-35,Denpasar,6,35,79874940
CUST01616,Beauty,Female,18-25,Bandung,62,21,41264054
CUST01617,Fashion,Female,26-35,Surabaya,28,29,72655522
CUST01618,Home,Female,36-50,Medan,17,20,54503823
CUST01619,Electronics,Female,36-50,Denpasar,29,25,62113389
CUST01620,Home,Female,18-25,Medan,22,23,46940102
CUST01621,Beauty,Female,26-35,Jakarta,31,23,46705623
CUST01622,Beauty,Male,18-25,Denpasar,34,24,68405396
CUST01623,Electronics,Female,18-25,Jakarta,16,31,80810087
CUST01624,Fashion,Female,36-50,Bandung,14,30,75139815
CUST01625,Electronics,Male,18-25,Surabaya,14,25,56605524
CUST01626,Home,Female,18-25,Yogyakarta,70,35,89081489
CUST01627,Fashion,Male,18-25,Jakarta,42,25,55817746
CUST01628,Sport,Female,36-50,Yogyakarta,7,33,74469649
CUST01629,Sport,Male,36-50,Yogyakarta,0,33,86929689
CUST01630,Fashion,Female,26-35,Surabaya,22,21,57353019
CUST01631,Beauty,Female,36-50,Bandung,15,21,54905230
CUST01632,Electronics,Male,18-25,Surabaya,22,29,85160817
CUST01633,Beauty,Female,26-35,Denpasar,86,24,52088020
CUST01634,Beauty,Female,26-35,Jakarta,9,19,48102536
CUST01635,Sport,Female,18-25,Yogyakarta,45,19,58306732
CUST01636,Fashion,Male,26-35,Surabaya,25,23,52803169
CUST01637,Electronics,Male,>50,Surabaya,52,26,63985028
CUST01638,Electronics,Male,18-25,Surabaya,11,27,74184657
CUST01639,Beauty,Female,18-25,Jakarta,9,18,46276082
CUST01640,Sport,Female,18-25,Bandung,33,29,71978606
CUST01641,Beauty,Female,18-25,Surabaya,24,38,96127888
CUST01642,Electronics,Female,>50,Jakarta,19,23,64503336
CUST01643,Home,Female,26-35,Yogyakarta,19,31,83088704
CUST01644,Beauty,Female,26-35,Denpasar,19,42,92942404
CUST01645,Beauty,Male,36-50,Medan,96,37,102779984
CUST01646,Home,Female,18-25,Jakarta,35,25,71224690
CUST01647,Fashion,Male,26-35,Medan,66,24,60163173
CUST01648,Home,Female,26-35,Surabaya,18,21,40232700
CUST01649,Sport,Female,26-35,Surabaya,34,17,46302243
CUST01650,Beauty,Female,>50,Jakarta,79,25,70645225
CUST01651,Electronics,Male,36-50,Medan,102,16,41000133
CUST01652,Beauty,Male,26-35,Surabaya,25,27,64025709
CUST01653,Electronics,Male,36-50,Yogyakarta,5,38,108839483
CUST01654,Beauty,Male,18-25,Bandung,80,25,62705019
CUST01655,Beauty,Male,18-25,Bandung,9,30,74042476
CUST01656,Electronics,Female,18-25,Surabaya,4,33,75646494
CUST01657,Fashion,Female,26-35,Medan,25,37,85301850
CUST01658,Home,Male,26-35,Denpasar,19,24,62649683
CUST01659,Fashion,Male,26-35,Surabaya,8,21,55007908
CUST01660,Electronics,Male,>50,Denpasar,6,24,53666286
CUST01661,Electronics,Female,26-35,Denpasar,31,29,77827697
CUST01662,Electronics,Female,26-35,Medan,25,18,44634810
CUST01663,Electronics,Female,18-25,Denpasar,27,28,55688751
CUST01664,Electronics,Female,18-25,Yogyakarta,1,27,70529462
CUST01665,Sport,Female,26-35,Medan,8,26,80522756
CUST01666,Fashion,Female,26-35,Surabaya,9,27,64913588
CUST01667,Electronics,Male,36-50,Yogyakarta,5,24,59335109
CUST01668,Fashion,Female,18-25,Jakarta,85,22,74952646
CUST01669,Fashion,Male,18-25,Bandung,0,23,49012136
CUST01670,Sport,Female,26-35,Surabaya,9,28,70992091
CUST01671,Electronics,Male,18-25,Surabaya,0,31,92572162
CUST01672,Beauty,Female,18-25,Surabaya,4,20,56058957
CUST01673,Fashion,Female,36-50,Yogyakarta,37,27,68995280
CUST01674,Sport,Female,18-25,Jakarta,2,29,77755733
CUST01675,Electronics,Female,26-35,Medan,9,29,68405930
CUST01676,Fashion,Male,18-25,Jakarta,74,20,42431823
CUST01677,Home,Male,18-25,Yogyakarta,0,27,59813458
CUST01678,Electronics,Male,26-35,Surabaya,77,17,49141736
CUST01679,Beauty,Male,36-50,Bandung,11,18,45493364
CUST01680,Sport,Female,26-35,Surabaya,15,27,68677289
CUST01681,Fashion,Male,36-50,Medan,7,24,66315416
CUST01682,Beauty,Female,18-25,Denpasar,8,18,40064044
CUST01683,Fashion,Female,36-50,Bandung,56,29,77253242
CUST01684,Fashion,Female,18-25,Surabaya,30,26,65147348
CUST01685,Beauty,Male,26-35,Bandung,9,25,60485664
CUST01686,Electronics,Female,26-35,Denpasar,0,26,60674779
CUST01687,Beauty,Female,>50,Jakarta,19,24,64309561
CUST01688,Electronics,Female,26-35,Yogyakarta,5,29,65380803
CUST01689,Home,Female,18-25,Surabaya,3,27,69126987
CUST01690,Sport,Female,18-25,Medan,132,18,39300911
CUST01691,Home,Male,36-50,Jakarta,35,22,66665395
CUST01692,Fashion,Female,26-35,Surabaya,61,22,65695870
CUST01693,Fashion,Male,36-50,Jakarta,22,27,60068137
CUST01694,Fashion,Male,18-25,Medan,8,29,80905313
CUST01695,Home,Male,26-35,Surabaya,67,26,69271815
CUST01696,Home,Male,18-25,Denpasar,43,28,78947808
CUST01697,Beauty,Male,>50,Denpasar,8,21,52086580
CUST01698,Sport,Male,26-35,Medan,41,27,68693418
CUST01699,Sport,Female,>50,Bandung,33,23,59538987
CUST01700,Electronics,Female,18-25,Medan,4,20,51125563
CUST01701,Home,Female,26-35,Bandung,41,24,55637004
CUST01702,Home,Male,26-35,Surabaya,11,35,77552910
CUST01703,Electronics,Male,26-35,Bandung,2,25,65362177
CUST01704,Sport,Female,36-50,Surabaya,40,33,79080605
CUST01705,Electronics,Male,>50,Surabaya,6,24,67365990
CUST01706,Fashion,Male,36-50,Yogyakarta,4,30,81242423
CUST01707,Electronics,Female,36-50,Surabaya,31,21,41448705
CUST01708,Electronics,Male,18-25,Bandung,1,22,63528758
CUST01709,Fashion,Female,18-25,Yogyakarta,55,25,69164636
CUST01710,Home,Female,>50,Yogyakarta,10,27,75790850
CUST01711,Beauty,Male,18-25,Surabaya,17,25,72048321
CUST01712,Sport,Male,36-50,Medan,4,31,77716321
CUST01713,Beauty,Female,36-50,Medan,51,23,62192915
CUST01714,Home,Female,26-35,Denpasar,51,25,59612419
CUST01715,Beauty,Male,>50,Yogyakarta,38,19,53339275
CUST01716,Home,Female,26-35,Surabaya,23,20,56734064
CUST01717,Beauty,Male,26-35,Medan,55,22,44925319
CUST01718,Electronics,Female,18-25,Surabaya,8,32,73523255
CUST01719,Electronics,Female,26-35,Surabaya,0,23,61422996
CUST01720,Electronics,Male,18-25,Yogyakarta,65,20,54641032
CUST01721,Fashion,Male,26-35,Denpasar,28,16,35744197
CUST01722,Beauty,Male,36-50,Yogyakarta,3,39,101781760
CUST01723,Electronics,Male,>50,Jakarta,4,18,56107961
CUST01724,Beauty,Male,18-25,Medan,18,26,71304835
CUST01725,Sport,Female,26-35,Medan,24,20,47775727
CUST01726,Home,Male,>50,Medan,38,31,78451900
CUST01727,Beauty,Female,18-25,Bandung,23,23,49690811
CUST01728,Beauty,Female,18-25,Surabaya,21,26,73036366
CUST01729,Beauty,Female,18-25,Yogyakarta,1,30,83509280
CUST01730,Home,Female,26-35,Medan,83,25,66702470
CUST01731,Beauty,Male,18-25,Jakarta,29,27,81443921
CUST01732,Electronics,Female,>50,Medan,12,21,52732576
CUST01733,Sport,Female,26-35,Denpasar,11,30,75841994
CUST01734,Fashion,Male,26-35,Surabaya,8,24,65171738
CUST01735,Home,Male,18-25,Surabaya,1,23,53754341
CUST01736,Sport,Female,26-35,Yogyakarta,4,27,54049744
CUST01737,Fashion,Male,26-35,Bandung,72,24,58870230
CUST01738,Electronics,Male,36-50,Yogyakarta,3,31,64065306
CUST01739,Home,Male,36-50,Medan,23,24,59020033
CUST01740,Sport,Male,26-35,Denpasar,84,31,77392214
CUST01741,Beauty,Female,>50,Jakarta,30,15,37541539
CUST01742,Fashion,Female,36-50,Yogyakarta,6,18,41539245
CUST01743,Electronics,Female,36-50,Bandung,21,27,56961446
CUST01744,Beauty,Male,18-25,Yogyakarta,49,21,50371145
CUST01745,Home,Male,18-25,Surabaya,13,29,69442078
CUST01746,Beauty,Female,18-25,Medan,132,21,61892434
CUST01747,Home,Male,26-35,Medan,30,30,73736730
CUST01748,Sport,Male,26-35,Medan,44,27,64412313
CUST01749,Fashion,Female,26-35,Medan,2,25,50520838
CUST01750,Fashion,Male,36-50,Medan,6,25,61596156
CUST01751,Electronics,Female,36-50,Medan,3,34,89793664
CUST01752,Fashion,Male,>50,Jakarta,16,35,80811511
CUST01753,Beauty,Male,26-35,Bandung,64,26,51207515
CUST01754,Beauty,Male,26-35,Medan,5,26,64595213
CUST01755,Sport,Female,18-25,Bandung,14,23,60247895
CUST01756,Sport,Female,18-25,Denpasar,21,33,83361443
CUST01757,Fashion,Female,18-25,Medan,6,41,114711106
CUST01758,Beauty,Female,26-35,Yogyakarta,20,31,77111986
CUST01759,Fashion,Male,26-35,Medan,14,25,62998642
CUST01760,Beauty,Female,36-50,Surabaya,0,37,88051405
CUST01761,Fashion,Female,18-25,Jakarta,18,21,56082933
CUST01762,Electronics,Female,36-50,Yogyakarta,23,19,60608118
CUST01763,Home,Male,26-35,Yogyakarta,39,19,51254116
CUST01764,Fashion,Female,18-25,Surabaya,35,15,24645020
CUST01765,Home,Male,26-35,Medan,1,21,49949472
CUST01766,Home,Male,18-25,Jakarta,24,20,47575687
CUST01767,Home,Female,26-35,Yogyakarta,44,33,95718360
CUST01768,Electronics,Female,26-35,Jakarta,0,21,49841054
CUST01769,Sport,Male,18-25,Yogyakarta,14,34,86389557
CUST01770,Sport,Male,18-25,Medan,153,21,54083260
CUST01771,Sport,Female,26-35,Denpasar,48,21,54025148
CUST01772,Home,Female,>50,Yogyakarta,40,18,33151795
CUST01773,Electronics,Female,26-35,Denpasar,30,25,68107382
CUST01774,Beauty,Female,36-50,Yogyakarta,18,27,66779729
CUST01775,Sport,Female,26-35,Bandung,12,21,64143215
CUST01776,Sport,Male,>50,Medan,25,24,64689932
CUST01777,Beauty,Female,36-50,Surabaya,10,26,63852367
CUST01778,Electronics,Male,26-35,Denpasar,38,24,53246735
CUST01779,Home,Male,26-35,Surabaya,2,23,71706820
CUST01780,Sport,Female,36-50,Medan,21,21,49872298
CUST01781,Home,Male,26-35,Surabaya,30,23,67062131
